x,y
0.19537632167339325,0.4409412443637848
0.19547030329704285,0.44092658162117004
0.19547441601753235,0.4408855438232422
0.19515053927898407,0.44083988666534424
0.1945800930261612,0.44075849652290344
0.1937171220779419,0.44073525071144104
0.19289636611938477,0.4406488239765167
0.1919591724872589,0.4405718743801117
0.19069047272205353,0.4405641257762909
0.18983909487724304,0.4406947195529938
0.1893404871225357,0.44086822867393494
0.18884491920471191,0.4409612715244293
0.18851147592067719,0.44105997681617737
0.18835899233818054,0.4410649538040161
0.18831978738307953,0.44107064604759216
0.18835517764091492,0.4410833418369293
0.18838515877723694,0.441068559885025
0.1884082853794098,0.44106969237327576
0.1884278953075409,0.44106924533843994
0.1884157806634903,0.4410801827907562
0.18823760747909546,0.4411000609397888
0.1882033348083496,0.44110408425331116
0.1882091462612152,0.4411163330078125
0.18828336894512177,0.4411221444606781
0.18833547830581665,0.4411534368991852
0.18834049999713898,0.44118213653564453
0.18840786814689636,0.44119980931282043
0.18839886784553528,0.4412698745727539
0.18830162286758423,0.44132471084594727
0.18828915059566498,0.44134318828582764
0.18821394443511963,0.44134482741355896
0.18804039061069489,0.44134676456451416
0.18740256130695343,0.44120028614997864
0.18697646260261536,0.4410659670829773
0.18677771091461182,0.44099804759025574
0.18601557612419128,0.44099611043930054
0.18597303330898285,0.4409535229206085
0.18597988784313202,0.44083794951438904
0.1859305202960968,0.44063976407051086
0.18590344488620758,0.44050830602645874
0.18590697646141052,0.44027841091156006
0.18613176047801971,0.4401063919067383
0.1869102567434311,0.43995150923728943
0.18780940771102905,0.4398120939731598
0.18849807977676392,0.4394717216491699
0.18877966701984406,0.43854862451553345
0.1887892186641693,0.43857520818710327
0.18899549543857574,0.4385632574558258
0.1897321492433548,0.43858644366264343
0.18980856239795685,0.43940842151641846
0.18980184197425842,0.43953001499176025
0.18944525718688965,0.4395192265510559
0.18943873047828674,0.4395330846309662
0.18916961550712585,0.44016581773757935
0.18907256424427032,0.44046154618263245
0.18888160586357117,0.44069668650627136
0.1889892965555191,0.44074875116348267
0.18921352922916412,0.4407421052455902
0.19005094468593597,0.4407940208911896
0.1917196363210678,0.4410339593887329
0.19342854619026184,0.4413680136203766
0.19366958737373352,0.44138917326927185
0.1937190294265747,0.44160768389701843
0.19505701959133148,0.4415251314640045
0.19643326103687286,0.44127482175827026
0.19683265686035156,0.44146203994750977
0.1985219269990921,0.44120854139328003
0.20028062164783478,0.4404950439929962
0.2024814784526825,0.4404548108577728
0.20342692732810974,0.4395247995853424
0.2061314433813095,0.43877851963043213
0.20863957703113556,0.43741366267204285
0.21089015901088715,0.4370752274990082
0.2134413868188858,0.4368710219860077
0.21504516899585724,0.43692922592163086
0.21791939437389374,0.4368460476398468
0.22196707129478455,0.4366912245750427
0.22810758650302887,0.43672165274620056
0.23222820460796356,0.43644627928733826
0.2346915751695633,0.435750275850296
0.2413945198059082,0.4346676766872406
0.24147582054138184,0.4332433342933655
0.2437756508588791,0.4333162009716034
0.24495835602283478,0.43270424008369446
0.24498604238033295,0.4323820173740387
0.24701368808746338,0.4319903254508972
0.24719569087028503,0.4320630431175232
0.24767880141735077,0.4319717288017273
0.24819114804267883,0.43185773491859436
0.2484935075044632,0.4317944347858429
0.2480134516954422,0.4318349063396454
0.24755918979644775,0.43203407526016235
0.24750594794750214,0.4321971535682678
0.24710997939109802,0.4328901171684265
0.24453681707382202,0.433215469121933
0.24043895304203033,0.4338308274745941
0.23443152010440826,0.4346175789833069
0.23023581504821777,0.4349483847618103
0.2264844924211502,0.43565261363983154
0.22230014204978943,0.43567487597465515
0.21598303318023682,0.4357541799545288
0.21254095435142517,0.43587854504585266
0.20718002319335938,0.43594053387641907
0.20190519094467163,0.436847060918808
0.1980566382408142,0.4374036192893982
0.19437257945537567,0.4375726580619812
0.19168707728385925,0.43763452768325806
0.18791620433330536,0.4377869963645935
0.18446418642997742,0.43775230646133423
0.18185946345329285,0.4377261996269226
0.18000002205371857,0.4376852214336395
0.1808459460735321,0.43728816509246826
0.18025276064872742,0.4369593858718872
0.17955338954925537,0.43693646788597107
0.17999854683876038,0.4369280934333801
0.18066821992397308,0.43700942397117615
0.18131624162197113,0.43703189492225647
0.18155372142791748,0.4369993507862091
0.1818566918373108,0.4370664656162262
0.18192356824874878,0.43704545497894287
0.1821298599243164,0.4370182454586029
0.1821991354227066,0.43706247210502625
0.18244332075119019,0.4369931221008301
0.18335679173469543,0.43699532747268677
0.18432213366031647,0.43705910444259644
0.1849607527256012,0.4372802674770355
0.1857794225215912,0.4373592734336853
0.18625393509864807,0.43739622831344604
0.1862412393093109,0.4376097023487091
0.18624188005924225,0.43771442770957947
0.18559622764587402,0.4377268850803375
0.18448850512504578,0.4375168979167938
0.18429523706436157,0.43751272559165955
0.1843899041414261,0.4367843568325043
0.1820310801267624,0.4365079998970032
0.17856834828853607,0.4365197420120239
0.178537055850029,0.4348963797092438
0.17879045009613037,0.43365177512168884
0.1790275126695633,0.4336850047111511
0.1794685572385788,0.433820515871048
0.17950370907783508,0.4341781735420227
0.1792355179786682,0.4351359009742737
0.1788756102323532,0.43702539801597595
0.17902585864067078,0.4392845928668976
0.19204029440879822,0.44042688608169556
0.19468185305595398,0.4423825144767761
0.19372831284999847,0.44357961416244507
0.1930869221687317,0.4449993371963501
