time,x,y,z,x^,y^,z^,x^^,y^^,z^^,phi,theta,psi,phi^,theta^,psi^,phi^^,theta^^,psi^^
3.750229,0.5332031,0.2573242,0.7976074,-0.439427634,0.014647121,0.419896806,-16.79486456,-5.468103808,15.03727547,0.086132,0.08246681,0.03726278,-0.12216567,0.378713877,0.48866288,-7.818133796,5.130656303,12.46015674
3.800232,0.5419922,0.2624512,0.7961426,0.175771454,0.102533848,-0.029294242,12.30324357,1.757629078,-8.983281974,0.08979719,0.1350012,0.04337143,0.073299402,1.050624763,0.12216567,3.909066898,13.43741146,-7.329504433
3.850235,0.5366211,0.2612305,0.7849121,-0.107415555,-0.024412535,-0.224596524,-5.663400372,-2.538775338,-3.905811289,0.1142318,0.1148427,0.04276057,0.48866288,-0.403145811,-0.012216467,8.306771158,-29.07366706,-2.687481493
3.900238,0.5402832,0.269043,0.7944336,0.073237606,0.156240626,0.190418575,3.612846445,3.612846445,8.299803994,0.1203405,0.1356121,0.05436701,0.12216667,0.415363078,0.232114873,-7.329484435,16.36919564,4.886333622
3.950241,0.5429688,0.2783203,0.8017578,0.053708777,0.185534868,0.146475211,-0.390553132,0.585849696,-0.878814539,0.1154535,0.03115413,0.0561996,-0.097734136,-2.089034058,0.036649601,-4.397752254,-50.08493763,-3.909070897
4.000244,0.5231934,0.2719727,0.8098145,-0.395484271,-0.126944383,0.161124333,-8.983321969,-6.249210072,0.292964843,0.09468412,0.004276057,0.0439823,-0.415362678,-0.537529208,-0.24433134,-6.352189714,31.0282353,-5.619281666
4.050247,0.529541,0.2687988,0.8012695,0.126944383,-0.063474192,-0.170889747,10.44794621,1.269327676,-6.63988319,0.05986479,-0.02626721,0.06536258,-0.696344819,-0.61082869,0.427579945,-5.619305663,-1.465901687,13.43741946
4.10025,0.5234375,0.2722168,0.8032227,-0.122062676,0.068355899,0.039061656,-4.979842401,2.636443617,4.198776132,0.04886922,-0.02748894,0.04948008,-0.219898206,-0.024433134,-0.317630942,9.528360562,11.72720749,-14.90332355
4.150253,0.5288086,0.2687988,0.798584,0.107415555,-0.068355899,-0.092768434,4.589289269,-2.734071902,-2.636443617,0.02932153,-0.06108652,0.04764749,-0.390930344,-0.671911285,-0.036649601,-3.420437535,-12.9487861,5.619289665
4.200256,0.5192871,0.2731934,0.8017578,-0.190418575,0.087886727,0.063472192,-5.95632522,3.124665029,3.124625034,0.03420845,-0.03176499,0.02504547,0.097732536,0.586395416,-0.452013279,9.772671244,25.16462415,-8.306775157
4.250259,0.5327148,0.267334,0.802002,0.268537888,-0.117180969,0.004883707,9.178578538,-4.101107852,-1.171699392,0.02382374,-0.1032362,0.01343904,-0.207681739,-1.42933844,-0.232114673,-6.107919028,-40.31225838,4.397708259
4.300262,0.5095215,0.2712402,0.7958984,-0.46383817,0.078119313,-0.122064676,-14.64664235,3.905771293,-2.538815333,0.02076942,-0.007941248,0.03176499,-0.061082735,1.905784693,0.36649701,2.931804173,66.69846074,11.97151538
4.350266,0.5388184,0.270752,0.7949219,0.585891129,-0.009763219,-0.019528438,20.99290654,-1.757510035,2.050560723,0.01527163,-0.006719518,0.02443461,-0.109947004,0.024432645,-0.146595872,-0.977207207,-37.62403103,-10.26103677
4.400269,0.5239258,0.2697754,0.795166,-0.29783413,-0.019530828,0.004881707,-17.67344477,-0.195340464,0.488173606,0.02138028,-0.02504547,0.004276057,0.12216567,-0.36649705,-0.403146871,4.641974967,-7.818124824,-5.130712134
4.450272,0.5349121,0.2727051,0.7941895,0.219712817,0.058590485,-0.019528828,10.35031792,1.562332514,-0.488181416,0.02504547,-0.02138028,-0.02626721,0.073299402,0.073299402,-0.61082869,-0.977266724,8.79540132,-4.153387179
4.500275,0.5317383,0.2763672,0.8081055,-0.063472192,0.073237606,0.278303302,-5.663360376,0.292924848,5.956285224,0.02565634,-0.02748894,-0.01343904,0.012216667,-0.12216587,0.256548007,-1.221581406,-3.909070897,17.34649316
4.550278,0.5229492,0.2595215,0.7897949,-0.175771454,-0.336893786,-0.366190029,-2.24585049,-8.202135714,-12.88909326,0.0140499,0.009773844,0.002443461,-0.232114873,0.745210967,0.317630962,-4.886337622,17.34649596,1.221585805
4.600281,0.5249023,0.2709961,0.7861328,0.039059656,0.229478231,-0.073237606,4.296364421,11.32676075,5.858696935,0.01282817,0.03787364,-0.01343904,-0.024433134,0.561962202,-0.317630962,4.153385579,-3.664755416,-12.70447622
4.650284,0.5126953,0.2802734,0.7817383,-0.244125352,0.185534868,-0.087884727,-5.663360376,-0.878814539,-0.292924848,0.01710423,-0.006108652,-0.05925393,0.085516069,-0.879593064,-0.916242825,2.19885213,-28.82937557,-11.97151897
4.700287,0.5598145,0.2719727,0.7880859,0.94232746,-0.16600404,0.126944383,23.7276326,-7.030356332,4.296324426,0.01771509,-0.08124508,-0.04703663,0.012216467,-1.502638402,0.24433134,-1.465904086,-12.46015914,23.21009071
4.75029,0.5266113,0.298584,0.8005371,-0.664024159,0.532194068,0.249009059,-32.12510487,13.96312437,2.441147054,0.03481932,-0.01893682,-0.06291912,0.342064076,1.246090435,-0.317630742,6.596556389,54.97127845,-11.23856733
4.800293,0.5505371,0.2915039,0.7834473,0.478487291,-0.141593504,-0.341775493,22.84885805,-13.47494296,-11.81498216,0.03787364,0.02138028,-0.009773844,0.061082735,0.806293622,1.062841749,-5.619289665,-8.795408519,27.60779337
4.850296,0.5454102,0.2919922,0.7956543,-0.102531848,0.009765414,0.244125352,-11.6196856,3.026996749,11.71731388,0.02871067,-0.1478294,0.000610865,-0.183248405,-3.383990561,0.207681723,-4.886329623,-83.80065562,-17.1021744
4.900299,0.5422363,0.2849121,0.7922363,-0.063474192,-0.141593504,-0.068355899,0.781106264,-3.026996749,-6.249250067,0.02748894,-0.185703,0.003665192,-0.024433134,-0.757426554,0.061082871,3.176114855,52.52812844,-2.931801133
4.950302,0.5568848,0.293457,0.7858887,0.292952423,0.170887747,-0.126944383,7.128104602,6.249250067,-1.171699392,0.006108652,-0.1020145,-0.0122173,-0.427580105,1.67366958,-0.317630782,-8.062455676,48.61900554,-7.573818634
5.000305,0.564209,0.2885742,0.7775879,0.146475211,-0.097650141,-0.16600604,-2.929368465,-5.370435528,-0.781186255,-0.006719518,-0.1771509,0.01893682,-0.256548007,-1.502637842,0.623045017,3.420436735,-63.52233709,18.81238725
5.050308,0.5527344,0.2841797,0.7814941,-0.229478231,-0.087884727,0.078119313,-7.518617739,0.195296564,4.882214117,-0.02076942,-0.1826487,0.002443461,-0.280981181,-0.109949403,-0.329847389,-0.488634162,27.85209765,-19.05670473
5.100311,0.5605469,0.2839355,0.7521973,0.156240626,-0.004883707,-0.585900846,7.713914303,1.659920804,-13.2796064,-0.02260201,-0.1191187,0.007330383,-0.036649601,1.270523769,0.097732576,4.886338422,27.60780696,8.551086239
5.150314,0.5537109,0.2885742,0.7556152,-0.136711797,0.092768434,0.068353899,-5.858696935,1.952925642,13.08430984,-0.0158825,-0.1386664,-0.01771509,0.134382137,-0.390930544,-0.500879407,3.420429536,-33.22709263,-11.97152137
5.200317,0.5698242,0.2856445,0.7580566,0.322246665,-0.058590485,0.04882507,9.178618533,-3.026996749,-0.390553132,-0.01038471,-0.09346239,-0.009773844,0.109949203,0.904025958,0.158815391,-0.488629363,25.8975762,13.19310438
5.25032,0.5725098,0.2753906,0.7612305,0.053708777,-0.205065696,0.063474192,-5.370435528,-2.92932847,0.292964843,-0.01099557,-0.1001819,-0.03176499,-0.012216467,-0.134382137,-0.439796532,-2.443166811,-20.7669159,-11.97152017
5.300323,0.5786133,0.2856445,0.7521973,0.122062676,0.205065696,-0.180653161,1.366995956,8.202135714,-4.882254112,-0.001832596,-0.05009095,-0.01832596,0.183248485,1.001758894,0.268764474,3.909064498,22.72145734,14.1703699
5.350327,0.583252,0.282959,0.746582,0.092766579,-0.053705704,-0.112297016,-0.585875081,-5.175013991,1.36701353,0.01038471,-0.03481932,-0.006719518,0.244326574,0.305408167,0.232110271,1.221464059,-13.92590047,-0.733025417
5.40033,0.5561523,0.2841797,0.7453613,-0.541961482,0.024412535,-0.024412535,-12.69379959,1.56227104,1.757584165,0.02321288,0.08246681,-0.03604105,0.256548007,2.345581865,-0.586395456,0.244414,40.80102589,-16.3691324
5.450333,0.5979004,0.2875977,0.7512207,0.834911905,0.068355899,0.117180969,27.5358156,0.878814539,2.831700186,0.04092797,-0.03909538,-0.0140499,0.354280543,-2.431097934,0.439796612,1.954533449,-95.52786431,20.52261001
5.500336,0.5627441,0.2905273,0.7507324,-0.703083815,0.058588485,-0.009765414,-30.75806892,-0.195336559,-2.538775338,0.0439823,-0.02871067,-0.04153884,0.061082935,0.207681739,-0.549745815,-5.863600347,52.77242712,-19.78966117
5.550339,0.5754395,0.291748,0.7509766,0.253892766,0.024412535,0.004883707,19.13838333,-0.68347798,0.292964843,0.05436701,-0.006719518,-0.01343904,0.207681739,0.439796652,0.561962282,2.931800173,4.642019741,22.23282798
5.600342,0.5644531,0.2924805,0.7507324,-0.219714817,0.014649121,-0.004883707,-9.471583376,-0.195256569,-0.195336559,0.05497787,0.008552114,-0.04276057,0.012216467,0.305414315,-0.586395416,-3.909070897,-2.687485492,-22.96577602
5.650345,0.574707,0.2912598,0.7705078,0.205065696,-0.024412535,0.395484271,8.495100557,-0.781186255,8.006879146,0.03604105,-0.08063421,-0.03543019,-0.378713677,-1.783619463,0.146598804,-7.818133796,-41.77816887,14.65900487
5.700348,0.5634766,0.2939453,0.7578125,-0.224594524,0.053706778,-0.253890767,-8.592688846,1.562292519,-12.98672155,0.02382374,-0.01343904,-0.06291912,-0.24433154,1.343822771,-0.549745615,2.687481493,62.54509196,-13.92605282
5.750351,0.5849609,0.3059082,0.7561035,0.42966022,0.239243645,-0.034177949,13.08430984,3.710514725,4.393992705,0.003665192,0.006719518,-0.03970624,-0.403146771,0.403146971,0.464229746,-3.176114055,-18.81238725,20.27829053
5.800354,0.5673828,0.3112793,0.753418,-0.351540908,0.107415555,-0.053706778,-15.62308517,-2.636403622,-0.390553132,-0.01282817,-0.004886922,-0.04764749,-0.329847449,-0.232114873,-0.158815471,1.465898487,-12.70447462,-12.46015674
5.850357,0.5893555,0.3017578,0.7558594,0.439427634,-0.190418575,0.04882507,15.81842173,-5.95632522,2.050513931,-0.007941248,-0.01771509,-0.02687807,0.097732576,-0.256547967,0.415363478,8.551087439,-0.488632562,11.48289001
5.90036,0.5698242,0.3012695,0.7587891,-0.390602564,-0.009765414,0.058590485,-16.59960799,3.612846445,0.195296564,-0.003054326,0.03604105,-0.04459316,0.097732576,1.075058297,-0.354280543,0,26.63052744,-15.39195691
5.950363,0.5830078,0.307373,0.7441406,0.263656181,0.122062676,-0.292952423,13.08438983,2.636403622,-7.030436322,0.02748894,0.1026254,-0.02443461,0.61082867,1.331607104,0.403146811,10.26130621,5.130668301,15.14763823
6.000366,0.5805664,0.3051758,0.7531738,-0.04882507,-0.043941364,0.180653161,-6.249250067,-3.319881602,9.471543381,0.03420845,0.04764749,-0.01954769,0.134382137,-1.09949223,0.097732536,-9.528358963,-48.61906954,-6.107919028
6.050369,0.5627441,0.3278809,0.7773438,-0.356424615,0.454074756,0.483370998,-6.151621783,9.959724797,6.053993499,0.04031711,-0.06475171,-0.01832596,0.12216587,-2.247849129,0.024433134,-0.244310682,-22.96576003,-1.465900087
6.100372,0.5605469,0.3132324,0.7497559,-0.043941364,-0.292952423,-0.551724897,6.249290063,-14.93964719,-20.70067584,0.03115413,0.007941248,-0.02504547,-0.183248605,1.453771934,-0.134382137,-6.107923027,74.02797958,-3.176114855
6.150375,0.5646973,0.3227539,0.7509766,0.08300302,0.190418575,0.024412535,2.538735343,9.666839944,11.52205731,0.02199115,0.01527163,-0.01954769,-0.183248605,0.146598844,0.109949003,2.77539E-15,-26.14189328,4.886329623
6.200378,0.5649414,0.314209,0.7568359,0.004881707,-0.170887747,0.117178969,-1.562332514,-7.225692891,1.855217367,0.02687807,0.07391469,-0.04031711,0.097732536,1.172790833,-0.415363478,5.619285665,20.52260841,-10.50561929
6.250381,0.5905762,0.3193359,0.7797852,0.51266524,0.102531848,0.458958462,10.15506136,5.468063813,6.835179754,0.03237586,0.009162978,-0.02260201,0.109949203,-1.294956543,0.354280743,0.244318681,-49.35198638,15.39196091
6.300385,0.5888672,0.2807617,0.8056641,-0.034177266,-0.771422286,0.517536597,-10.93597524,-17.47768447,1.171468974,0.02932153,0.05925393,0.003054326,-0.061081713,1.001738901,0.513085673,-3.420344703,45.93023445,3.175844532
6.350388,0.5830078,0.4089355,0.744873,-0.117180969,2.563322201,-1.215749055,-1.659974468,66.69088828,-34.66363322,0.09896017,0.1661554,0.01466077,1.392689239,2.137901126,0.232114953,29.07367462,22.72188119,-5.619077256
6.400391,0.5783691,0.2470703,0.7402344,-0.092768434,-3.237109773,-0.092766434,0.488221412,-116.0016794,22.45830492,0.02382374,-0.185703,0.03420845,-1.502638442,-7.036745795,0.390930144,-57.90307942,-183.4819295,3.176113255
6.450394,0.4682617,0.3679199,0.7463379,-2.202015879,2.416846989,0.122062676,-42.18241796,113.0723509,4.296324426,-0.01282817,-0.204029,-0.06475171,-0.73299422,-0.36649801,-1.979084455,15.39196091,133.3969519,-47.39744814
6.500397,0.5598145,0.3496094,0.769043,1.830946143,-0.366188029,0.454074756,80.65440118,-55.65736092,6.639843195,0.06291912,-0.009773844,-0.08185595,1.514854909,3.884870028,-0.342064276,44.95428532,85.02225942,32.73843927
6.5504,0.5585938,0.345459,0.8664551,-0.024412535,-0.08300302,1.948125112,-37.10494727,5.663360376,29.87921439,0.05925393,0.1001819,-0.1191187,-0.073299402,2.198982941,-0.745210287,-31.76118054,-33.71571879,-8.062436479
6.600403,0.635498,0.322998,0.7946777,1.53799172,-0.449193048,-1.435461872,31.24621034,-7.32336117,-67.66767963,-0.1887574,-0.2370157,-0.1832596,-4.959929004,-6.743547387,-1.282741036,-97.72672844,-178.8398762,-10.74996996
6.650406,0.5151367,0.3476563,0.5878906,-2.407081575,0.493136412,-4.13549387,-78.89673211,18.84545848,-53.99740012,-0.1215622,-0.07024951,-0.07513642,1.343823371,3.335123693,2.16233386,126.0674834,201.5613279,68.89736407
6.700409,0.4111328,0.3659668,0.6882324,-2.079953203,0.366188029,2.006715597,6.542174915,-2.538815333,122.8368191,-0.1209513,-1.375669,0.09651671,0.012217267,-26.10682339,3.432856629,-26.63052424,-588.8036134,25.40893084
6.750412,0.4716797,0.2995605,0.7651367,1.210865348,-1.328046317,1.53799372,65.81242227,-33.88265396,-9.373875101,0.1612684,0.1209513,-0.1924226,5.644055357,29.93061016,-5.778439494,112.630004,1120.68143,-184.2148696
6.800415,0.6154785,0.3549805,0.8383788,2.875803452,1.1083335,1.464754115,33.29676427,48.72467286,-1.46470423,0.2272419,0.5314528,-0.2791654,1.319390837,8.209537428,-1.734751915,-86.48810112,-434.395391,80.86889944
6.850418,0.611084,0.3200684,0.729248,-0.087884727,-0.698200108,-2.182485051,-59.27020736,-36.12850445,-72.94040689,-0.04337143,0.5681047,0.3133739,-5.411941883,0.73299402,11.850075,-134.6185773,-149.5218968,271.6802374
6.900421,0.3791504,0.3735352,0.5690918,-4.638393696,1.069271844,-3.202931824,-91.00471911,35.34731819,-20.407711,-0.086132,-0.1191187,-0.1850922,-0.85516009,-13.74364338,-9.968723877,91.13016805,-289.5153771,-436.3497965
6.950424,0.5876465,0.3395996,0.715332,4.16967182,-0.67867128,2.924628522,176.1507413,-34.95676506,122.5438543,0.01954769,-0.00122173,-0.1166753,2.113466992,2.357797932,1.368255905,59.36897951,322.0095057,226.7259921
7.000427,0.4274903,0.4187011,0.8081055,-3.202931824,1.581935084,1.855358678,-147.4432263,45.20941471,-21.38411383,-0.003665192,-0.2883284,-0.2370157,-0.464229786,-5.741788893,-2.4066636,-51.55084251,-161.9820176,-75.49386046
7.05043,0.6787109,0.3342285,0.7565918,5.024110553,-1.689350639,-1.030212187,164.5309757,-65.42178915,-57.70795484,-0.03054326,0.02871067,-0.06902777,-0.537529108,6.340400976,3.359557027,-1.465898487,241.6292996,115.3174935
7.100433,0.5534668,0.3496094,0.7409668,-2.504731716,0.307599544,-0.312481251,-150.5678113,39.93660746,14.3537575,-0.02199115,0.1282817,-0.1576032,0.171031938,1.991301122,-1.771402316,14.1703707,-86.97677847,-102.6130301
7.150436,0.5522461,0.3684082,0.732666,-0.024412535,0.375953443,-0.16600604,49.60340741,1.366995956,2.92932847,-0.04092797,-0.2535091,-0.2926044,-0.378713677,-7.635357879,-2.699862008,-10.99425265,-192.5216287,-18.56807976
7.200439,0.6577148,0.3771973,0.6870117,2.109247445,0.175771454,-0.913031218,42.67063937,-4.003399578,-14.93960719,0.05742133,0.08124508,-0.2247984,1.966867988,6.694681919,1.356038638,46.90881877,286.5836009,81.11314613
7.250443,0.6274414,0.3586426,0.6542969,-0.605419566,-0.371064315,-0.654243661,-54.28899711,-10.9358405,5.175337125,0.01954769,-0.08552113,-0.03787364,-0.757412207,-3.335057395,3.738196144,-54.4812454,-200.57874,47.63933899
7.300446,0.5854492,0.3681641,0.796875,-0.839793612,0.190418575,2.851390917,-4.687199687,11.22898406,70.10848503,0.01893682,0.03481932,0.1930334,-0.012216667,2.4066646,4.617863728,14.90301662,114.8275503,17.59229614
7.350449,0.5961914,0.3662109,0.703125,0.21483111,-0.039061656,-1.874887507,21.09122898,-4.589329264,-94.51989727,0.007330383,0.1233948,0.08124508,-0.232114813,1.771403316,-2.235632262,-4.39769906,-12.70446342,-137.0616961
7.400452,0.5805664,0.4023438,0.6252441,-0.312481251,0.722614643,-1.557524549,-10.54561449,15.23261203,6.346878352,0.1484403,0.007941248,0.06352998,2.822029018,-2.308932504,-0.354280743,61.07921187,-81.60182029,37.62477289
7.450455,0.6103516,0.3693848,0.7456055,0.59566826,-0.659140452,2.407083575,18.16190051,-27.63344389,79.28740523,0.03237586,-0.1936443,0.1459968,-2.321149531,-4.031469072,1.649237446,-102.8573995,-34.44866444,40.0679597
7.500458,0.5214844,0.3979492,0.7338867,-1.777237366,0.571253725,-0.234361938,-47.4552652,24.60640714,-52.82574072,0.09590584,0.1459968,0.1429425,1.270523369,6.792414455,-0.061082335,71.82914824,216.4646827,-34.20434336
7.550461,0.4699707,0.4023438,0.7600098,-1.030212187,0.087886727,0.522430654,14.93960719,-9.666759954,15.13494375,-0.02260201,-0.3769039,0.1282817,-2.370014799,-10.45738656,-0.293198408,-72.80639497,-344.9753217,-4.642042938
7.600464,0.5646973,0.361084,0.6772461,1.894418335,-0.825146491,-1.65517469,58.4891011,-18.25956879,-43.5494939,0.06047566,0.02076942,0.1252274,1.661453713,7.952989221,-0.061082335,80.62453277,368.1854244,4.642042938
7.650467,0.5983887,0.3305664,0.7180176,0.673787573,-0.610315381,0.815381077,-24.41115057,4.296364421,49.40815084,0,-0.09224065,0.05253441,-1.209440634,-2.260065796,-1.453772574,-57.41444206,-204.2488454,-27.85213364
7.70047,0.5678711,0.3657227,0.7272949,-0.610315381,0.703083815,0.185534868,-25.68051825,26.26640794,-12.59616841,-0.0122173,-0.1551598,0.06780604,-0.24433134,-1.258307502,0.305414275,19.30102781,20.03396385,35.18162608
7.750473,0.5610352,0.3400879,0.7253418,-0.136709797,-0.51266524,-0.039059656,9.471543381,-24.31352229,-4.491620989,0.006719518,0.009162978,0.1453859,0.378713637,3.286258384,1.55150411,12.46015194,90.88586457,24.92030147
7.800476,0.5793457,0.3515625,0.722168,0.366188029,0.229478231,-0.063472192,10.05735308,14.84197891,-0.488221412,0.004276057,0.1667662,0.1527163,-0.048866288,3.151875327,0.146599204,-8.551085439,-2.68749989,-28.09641233
7.850479,0.5556641,0.3305664,0.7241211,-0.473603584,-0.419896806,0.039059656,-16.79482456,-12.98672155,2.050513931,0.01649336,0.03054326,0.03176499,0.2443314,-2.724295342,-2.418881067,5.863601947,-117.5163624,-51.30652703
7.900482,0.5766602,0.3425293,0.7275391,0.419896806,0.239243645,0.068355899,17.86893566,13.18201811,0.585889691,0.01160644,0.005497787,-0.0280998,-0.097732536,-0.500879407,-1.197223967,-6.840868271,44.46565076,24.43167611
7.950485,0.5856934,0.3261719,0.7419434,0.180653161,-0.327128372,0.288068716,-4.784585832,-11.32676075,4.393992705,0.01771509,0.03726278,-0.0122173,0.12216567,0.635261744,0.317630942,4.39770026,22.72145974,30.29528046
8.000488,0.5878906,0.328125,0.7324219,0.043941364,0.039059656,-0.190418575,-2.734071902,7.323321175,-9.569171665,0.01038471,0,0.01649336,-0.146598804,-0.745210887,0.574178749,-5.374966985,-27.60779617,5.130648304
8.050491,0.5864258,0.3493652,0.7331543,-0.029294242,0.424778513,0.014647121,-1.46462424,7.713914303,4.101067857,-0.01343904,-0.05009095,0.01893682,-0.476446413,-1.001758894,0.048866268,-6.596556389,-5.130652303,-10.50561929
8.100494,0.6245117,0.3493652,0.7297363,0.7616723,0,-0.068355899,15.81838174,-8.495060562,-1.659960799,-0.03665191,-0.09224065,0.03359759,-0.464229546,-0.842943423,0.293197808,0.24432268,3.176118854,4.886337622
8.150497,0.5483398,0.3383789,0.7199707,-1.523346599,-0.219712817,-0.195300282,-45.69763612,-4.393992705,-2.538735343,-0.05558874,-0.1624902,0.02199115,-0.378713877,-1.404906706,-0.232114873,1.710210769,-11.23859133,-10.50562329
8.2005,0.5852051,0.3376465,0.7141113,0.737261764,-0.014647121,-0.117180969,45.2094547,4.101067857,1.562292519,-0.05131268,-0.09529497,0.02626721,0.085516069,1.343823971,0.085516069,9.284041882,54.97131524,6.352237709
8.250504,0.5820313,0.3154297,0.6674805,-0.063470922,-0.444300456,-0.932541397,-16.01337266,-8.592379305,-16.30590408,0.04520403,0.08124508,-0.02260201,1.930179786,3.530518559,-0.977306216,36.89032311,43.73039333,-21.25474531
8.300507,0.6005859,0.3215332,0.6879883,0.371069736,0.122062676,0.410131392,8.690291745,11.32658305,26.85184467,0.1026254,0.1093449,0.01893682,1.148358498,0.561962682,0.830726756,-15.63548761,-59.36755547,36.15848993
8.35051,0.5083008,0.3393555,0.6887207,-1.845591265,0.356424615,0.014647121,-44.33056017,4.686957548,-7.909210866,0.1618793,0.3316998,-0.07696902,1.1850069,4.44683119,-1.91800172,0.732924046,77.6927086,-54.97127125
8.400513,0.6257324,0.333252,0.732666,2.348491091,-0.122062676,0.878853269,83.8766145,-9.569171665,17.28308597,0.1154535,0.5516113,-0.01710423,-0.928460292,4.397966122,1.197223967,-42.26680783,-0.977242727,62.30077568
8.450516,0.5151367,0.3986816,0.8850097,-2.211781293,1.308513489,3.046691199,-91.19997567,28.60980672,43.35415735,0.03481932,0.7605273,0.03787364,-1.612586845,4.178069316,1.099491431,-13.68171015,-4.397672263,-1.954533449
8.500519,0.6408691,0.3498535,0.8244629,2.51449713,-0.97650341,-1.210863348,94.51989727,-45.69759612,-85.14598218,-0.06230826,0.7452556,0.09957103,-1.942435054,-0.305415675,1.233873768,-6.596568388,-89.66431996,2.687485492
8.550522,0.5622559,0.3071289,0.9374999,-1.57216967,-0.854440734,2.260604364,-81.72843229,2.441107058,69.42518873,-0.2828306,0.4831944,0.3115413,-4.410182189,-5.240909545,4.239151051,-49.35198158,-98.70395517,60.10193955
8.600525,0.5073242,0.3308105,0.8220215,-1.098568086,0.473603584,-2.309429434,9.47146339,26.55929279,-91.39519225,-0.394619,0.1056797,0.2565634,-2.235633862,-7.54984101,-1.09949203,43.48835724,-46.17585873,-106.7664556
8.650528,0.5715332,0.3000488,0.8071289,1.284102954,-0.615197088,-0.29783413,47.65056176,-21.77470696,40.22949232,-0.3659083,-0.1453859,0.2944371,0.574179549,-5.021010739,0.757428554,56.19289665,50.57357099,37.13618352
8.700531,0.4863281,0.3024902,0.7927246,-1.70399976,0.04882507,-0.288068716,-59.75846877,13.27964639,0.195296564,-0.2956588,-0.1423316,0.421497,1.404905706,0.061082335,2.541045537,16.61352632,101.6357633,35.67019945
8.750534,0.4729004,0.2067871,0.6743164,-0.268537888,-1.913947163,-2.368021919,28.70751499,-39.25308949,-41.59656826,-0.3927864,-0.00122173,0.376293,-1.942435454,2.822028078,-0.904025758,-66.94280662,55.21560193,-68.89729208
8.800537,0.4606934,0.2675781,0.7988281,-0.244125352,1.215747055,2.490084595,0.488221412,62.59012896,97.15630089,-0.2504548,0.4184427,0.3646865,2.846461212,8.392785033,-0.232116073,95.77218699,111.4084546,13.43738747
8.85054,0.520752,0.1936035,0.8955078,1.201099934,-1.479403236,1.933477991,28.90277156,-53.89977183,-11.13146418,-0.4703662,0.1802052,0.3457497,-4.397964122,-4.764464132,-0.378713277,-144.8798139,-263.1291955,-2.931768177
8.900543,0.5148926,0.1784668,0.8522949,-0.117180969,-0.302715837,-0.864206148,-26.36403622,23.53233603,-55.95032576,-0.5015204,0.09468412,0.3347542,-0.623046617,-1.710318981,-0.219896806,75.49382047,61.07923827,3.176138852
8.950546,0.5085449,0.1589355,0.7883301,-0.126946383,-0.390602564,-1.279219247,-0.195296564,-1.757629078,-8.299763998,-0.3298672,-0.06414085,0.3463606,3.432858029,-3.176308821,0.232114073,81.11322612,-29.31803773,9.039675206
9.000549,0.4616699,0.1315918,0.8361816,-0.937443753,-0.54684119,0.956972582,-16.20897486,-3.124585039,44.7211533,-0.3872886,-0.1753183,0.2889393,-1.148359098,-2.223415595,-1.148357099,-91.61884541,19.05672112,-27.60776697
9.050552,0.4570313,0.08813477,0.8901367,-0.092766434,-0.869088455,1.079037258,16.89253284,-6.44455863,2.441147054,-0.117897,0.004276057,0.2217441,5.387508749,3.59167164,-1.343823371,130.7095144,116.294767,-3.909090895
9.100555,0.4597168,0.1120605,0.8227539,0.053706778,0.478485891,-1.347575145,2.929288475,26.94986992,-48.5293363,-0.05864307,0.007941248,0.1563815,1.1850075,0.073299422,-1.30717357,-84.0449823,-70.36322256,0.732952043
9.150558,0.4685058,0.09790039,0.8374023,0.175769454,-0.283185209,0.292950423,2.441107058,-15.23250804,32.80854286,-0.01710423,0.01099557,0.07330383,0.830726956,0.061082775,-1.661453713,-7.085185752,-0.244318281,-7.085177753
9.200562,0.4838867,0.1047363,0.8364257,0.307593393,0.136707263,-0.019530438,2.636267872,8.397177672,-6.249117281,0.03848451,-0.003665192,0.04092797,1.111685865,-0.293191785,-0.647465403,5.618728677,-7.0849244,20.27814395
9.250565,0.5024414,0.09179688,0.8327637,0.371071736,-0.258772874,-0.073235606,1.269490694,-7.909128193,-1.074038924,0.08002335,0.01160644,0.02748894,0.830726956,0.305414315,-0.268764474,-5.618841045,11.97140371,7.573564159
9.300568,0.4716797,0.1003418,0.849121,-0.615197088,0.170888147,0.327126372,-19.72419303,8.592704844,8.00675916,0.1325578,0.00122173,-0.03604105,1.050625962,-0.207681739,-1.270523569,4.397716258,-10.26130541,-20.03397985
9.350571,0.5043945,0.1005859,0.8432617,0.654256745,0.004881707,-0.117178969,25.3875534,-3.319929596,-8.885573699,0.06169739,-0.008552114,-0.02687807,-1.417123173,-0.195465152,0.183248605,-49.35202158,0.244317081,29.07369905
9.400574,0.4797364,0.121582,0.8486328,-0.493132412,0.419896806,0.107415555,-22.94640635,8.299803994,4.491620989,0.06597345,-0.04153884,-0.06658431,0.085516069,-0.659694938,-0.794077155,30.05098177,-9.284038682,-19.54534249
9.450577,0.5141602,0.1350098,0.8273926,0.688434694,0.268539888,-0.424778513,23.62992432,-3.026956754,-10.64324277,0.08674286,-0.1307252,-0.06475171,0.415363278,-1.783620183,0.036649801,6.59654839,-22.47715626,16.61354232
9.50058,0.5163574,0.1333008,0.826416,0.043941364,-0.034177949,-0.019530828,-12.88909326,-6.053993499,8.104467435,0.1368338,-0.2058616,-0.1227839,1.001758694,-1.502637842,-1.160574166,11.72720469,5.619309663,-23.94304275
