time,x,y,z,phi,theta,psi
0,0.7543945,0.1787109,-0.6118164,-0.04520403,-0.01649336,-0.1166753
0.05000305,0.7512207,0.2302246,-0.621582,-0.02382374,-0.09712757,-0.08674286
0.1000061,0.7338867,0.2302246,-0.6291504,-0.01771509,-0.06291912,-0.1282817
0.1500092,0.7404785,0.2045898,-0.6296387,-0.007330383,0.04153884,-0.1343904
0.2000122,0.7443848,0.1955566,-0.6503906,-0.01038471,0.03909538,-0.1093449
0.2500153,0.7617188,0.2028809,-0.6333008,-0.02687807,0.03909538,-0.08918633
0.3000183,0.7570801,0.2138672,-0.6555176,-0.04581489,-0.006108652,-0.07819075
0.3500214,0.7504883,0.2312012,-0.6223145,-0.03970624,-0.01832596,-0.05681047
0.4000244,0.7297363,0.2353515,-0.6428223,-0.03909538,0.01282817,-0.05742133
0.4500275,0.7431641,0.2233887,-0.6350098,-0.03665191,0.04764749,-0.07513642
0.5000305,0.7580566,0.2226563,-0.6281738,-0.03420845,0.04642576,-0.08735373
0.5500336,0.78125,0.2443848,-0.6135254,-0.03909538,0.01160644,-0.06230826
0.6000366,0.7766113,0.2421875,-0.6193848,-0.0299324,-0.01893682,-0.0439823
0.6500397,0.7563477,0.2421875,-0.6259766,-0.03176499,-0.02199115,-0.007941248
0.7000427,0.7685547,0.2358398,-0.6325684,-0.0421497,-0.09346239,0.01343904
0.7500458,0.7382813,0.2412109,-0.6293945,-0.03848451,-0.01099557,0.01038471
0.8000488,0.7421875,0.2443848,-0.6362305,-0.04948008,-0.02138028,0.02015855
0.8500519,0.7399902,0.2416992,-0.6315918,-0.04764749,-0.02932153,0.007330383
0.9000549,0.7346191,0.251709,-0.6191406,-0.03787364,0.01954769,-0.01038471
0.950058,0.7436523,0.2434082,-0.6308594,-0.05436701,0.006108652,-0.01954769
1.000061,0.7470703,0.2456055,-0.6225586,-0.05925393,-0.03176499,-0.03115413
1.050064,0.7548828,0.2536621,-0.6311035,-0.05681047,-0.03420845,-0.03115413
1.100067,0.7297363,0.2629395,-0.6213379,-0.04581489,0.0140499,-0.02138028
1.15007,0.755127,0.2514648,-0.6315918,-0.03237586,0.02504547,0.004886922
1.200073,0.7487793,0.2644043,-0.6245117,-0.02932153,0.02076942,-0.0140499
1.250076,0.7434082,0.2636719,-0.6140137,-0.02260201,0.02382374,-0.02076942
1.300079,0.7502441,0.2714844,-0.6135254,-0.01160644,0.03543019,-0.04459316
1.350082,0.746582,0.2670898,-0.6149902,-0.01038471,0.02932153,-0.0439823
1.400085,0.7602539,0.2712402,-0.6120605,0.00122173,0.02138028,-0.0580322
1.450089,0.7636719,0.2739258,-0.614502,-0.0006108652,-0.0158825,-0.04153884
1.500092,0.7585449,0.276123,-0.6123047,0.01160644,0.01099557,-0.03176499
1.550095,0.7731934,0.2763672,-0.6066895,0.01282817,-0.01954769,-0.01527163
1.600098,0.7524414,0.2692871,-0.6101074,0.007330383,-0.03359759,-0.007941248
1.650101,0.7641602,0.2714844,-0.6147461,-0.007941248,-0.07513642,0.002443461
1.700104,0.7402344,0.2785645,-0.6037598,-0.003665192,-0.02382374,-0.004276057
1.750107,0.7434082,0.2712402,-0.6174316,0.0006108652,-0.01710423,0.03115413
1.80011,0.7375488,0.2648926,-0.6054688,0.0006108652,0.007330383,0.004886922
1.850113,0.7570801,0.2653809,-0.6101074,-0.005497787,0,-0.008552114
1.900116,0.7502441,0.2731934,-0.6035156,-0.007330383,-0.01038471,-0.02871067
1.950119,0.7546387,0.2744141,-0.6005859,-0.004886922,0.02199115,-0.02321288
2.000122,0.7565918,0.2719727,-0.612793,-0.007941248,-0.0122173,-0.02260201
2.050125,0.7468262,0.2705078,-0.5991211,-0.009162978,0.03115413,-0.03176499
2.100128,0.7592773,0.2636719,-0.6135254,-0.01099557,0.007941248,-0.009162978
2.150131,0.7670898,0.2541504,-0.6020508,-0.01710423,0.104458,-0.001832596
2.200134,0.7580566,0.2387695,-0.5803223,-0.04703663,0.07024951,-0.01954769
2.250137,0.7619629,0.2653809,-0.5891113,-0.09590584,0.1130101,-0.01038471
2.30014,0.762207,0.2915039,-0.541748,-0.1252274,0.1288926,-0.03726278
2.350143,0.7839355,0.3010254,-0.5656738,-0.117897,0.1154535,-0.05864307
2.400146,0.8212891,0.2924805,-0.5561523,-0.1453859,-0.009773844,-0.1111775
2.45015,0.8559571,0.295166,-0.5224609,-0.1533272,-0.2107485,-0.1154535
2.500153,0.8535157,0.2856445,-0.5830078,-0.1740966,-0.3628539,-0.02687807
2.550156,0.7875977,0.277832,-0.5776367,-0.1655445,-0.3714061,0.1099557
2.600159,0.769043,0.2861328,-0.6247559,-0.181427,-0.3750713,0.2150246
2.650162,0.7683105,0.3564453,-0.6337891,-0.1954769,-0.4893031,0.2193006
2.700165,0.7080078,0.3317871,-0.6174316,-0.153938,-0.3756821,0.2962697
2.750168,0.6655273,0.2944336,-0.6376953,-0.1282817,-0.2547308,0.3390302
2.800171,0.659668,0.3112793,-0.6499023,-0.149662,-0.194866,0.2968805
2.850174,0.6164551,0.3168945,-0.6694336,-0.1288926,-0.1197296,0.1936443
2.900177,0.6486816,0.2988281,-0.670166,-0.08552113,0.0006108652,0.158825
2.95018,0.6647949,0.2910156,-0.6772461,-0.03115413,0.06536258,0.07269296
3.000183,0.6899414,0.2988281,-0.668457,-0.01160644,0.01527163,0.03420845
3.050186,0.6704102,0.28125,-0.6467285,0.02565634,0.1233948,-0.04520403
3.100189,0.6821289,0.2775879,-0.6655273,0.02871067,0.1069014,-0.06536258
3.150192,0.6813965,0.2978516,-0.6318359,0.07391469,0.2162463,-0.140499
3.200195,0.6730957,0.2802734,-0.6113281,0.09346239,0.2852741,-0.1563815
3.250198,0.5866699,0.2907715,-0.5883789,0.1185079,0.5876524,-0.2926044
3.300201,0.5266113,0.3105469,-0.5437012,0.1123992,1.003041,-0.4257731
3.350204,0.5554199,0.3547363,-0.4604492,0.1826487,1.613295,-0.6505715
3.400208,0.5195313,0.3771973,-0.4836426,0.2235767,1.781283,-0.8869764
3.450211,0.5849609,0.4816895,-0.3059082,0.4147775,2.283414,-1.069625
3.500214,0.5627441,0.5390625,-0.265625,0.5943719,2.813035,-1.2706
3.550217,0.7512207,0.5510254,-0.07177734,1.164309,3.721391,-1.43309
3.60022,0.5979004,0.6806641,0.01171875,1.618793,4.514294,-1.204626
3.650223,0.4414063,0.9238281,0.3769531,2.346944,5.338962,-1.181413
3.700226,0.784668,0.8688965,0.1796875,2.279749,3.055548,-1.291369
3.750229,0.6850586,0.982666,0.1765137,2.638938,2.645657,-1.163698
3.800232,0.6760254,1.139648,0.2546387,2.88023,2.120313,-0.7904596
3.850235,0.4604492,1.292236,0.328125,3.014009,1.285871,-0.6200282
3.900238,0.3830566,1.325195,0.3364258,3.037222,1.283428,-0.5491679
3.950241,0.3505859,1.224854,0.3273926,2.779437,1.579087,-0.5949827
4.000244,0.357666,1.081543,0.2595215,2.424524,1.752572,-0.5302311
4.050247,0.3549805,0.9909667,0.0637207,1.901013,1.587639,-0.2785546
4.10025,0.3190918,0.9494629,0.02978516,1.589471,1.520444,-0.2327397
4.150253,0.291748,0.8923339,0.005126953,1.307863,1.554041,-0.2522874
4.200256,0.2658691,0.8842773,0.07299805,1.050688,1.310917,-0.321926
4.250259,0.2849121,0.871582,0.104248,0.8594874,1.320691,-0.4764749
4.300262,0.3457031,0.840332,0.1162109,0.6126978,1.195463,-0.6004806
4.350266,0.4291992,0.8173828,0.06542969,0.2339614,0.7721336,-0.7556403
4.400269,0.4719238,0.8215332,0.04052734,0.06047566,0.4147775,-0.7177666
4.450272,0.5061035,0.9064942,0.0300293,-0.2205224,-0.1240056,-0.580322
4.500275,0.4736328,0.9374999,0.01904297,-0.3646865,-0.3695735,-0.4483751
4.550278,0.4589844,0.9916992,-0.002441406,-0.4789183,-0.5039638,-0.2119702
4.600281,0.4445801,1.032471,0.01025391,-0.575435,-0.6560693,-0.04153884
4.650284,0.4160156,1.18042,0.01098633,-0.820392,-0.7996226,0.1423316
4.700287,0.3754883,1.135498,-0.1191406,-0.9254609,-0.8723156,0.1527163
4.75029,0.4055176,0.8837891,-0.1501465,-0.8393288,-0.8967502,0.4300491
4.800293,0.2998047,0.9069825,-0.01708984,-0.9639453,-1.215011,0.8784242
4.850296,0.2145996,1.017334,0.02172852,-1.120938,-1.231504,1.041525
4.900299,0.15625,1.094482,0.02685547,-1.159422,-0.8845329,1.05863
4.950302,0.1315918,1.026123,-0.01025391,-1.000597,-0.05436701,0.7867944
5.000305,0.2529297,0.9125977,0.006835938,-0.9101892,0.1258382,0.5198463
5.050308,0.2670898,0.9289551,0.01757813,-0.8637635,-0.3243694,0.389732
