time,x,y,z,phi,theta,psi
0.5,-0.2736010714189599,0.5048880550424552,-0.4712878368271084,0.6249772628566819,-2.8716881559145584,0.775145645454463
1.0,-0.7453901087101721,1.4417387850403782,-0.4932985476115262,-0.5765020478808464,-0.7194190750656572,-1.0829185194759832
1.5,-0.09034989869400759,1.158154105055747,-0.3603357278862939,0.08503506311569697,0.0011504727765249967,0.25283280618610615
2.0,0.3701103089027934,0.5211693906626917,-0.39826990976720683,-0.351947266725021,0.7148599961095553,-0.8019434912079889
2.5,-0.9137712925786353,0.9657829318890819,-0.47124774164095984,-0.529778522596049,0.30434902372615014,-0.732115517582309
3.0,-0.24125716402238626,1.123391973081574,-0.8064285735334852,-0.48704817550302615,0.5913186891300642,0.9977872393233782
3.5,-0.04275129861998167,0.978965485466881,-0.6436153765998018,0.19902843911419563,-0.044577844285020596,-0.3519727049867273
4.0,0.30250617449854306,1.523836773818312,-0.3508885499244026,-0.3201855494344318,-0.7648722535290556,0.1944558906299994
4.5,-0.45342606853211365,0.5713895322703617,-0.4759504326157914,-0.19590436355212526,0.8592287106812837,-1.8668150935233199
5.0,-0.5663654604326551,0.43258329391004585,-0.38320413103430295,-0.2736513082459753,1.5217484182285528,0.6446123702811511
5.5,-0.011573935376023164,0.9957985508898248,0.09412666621542881,-0.5600597314453118,-1.265489749380185,-0.5964484900791215
6.0,-0.30161896432209706,1.379737740007782,-0.7568605431117,0.24083371405649034,-0.3325500634121014,-0.4571285467788114
6.5,-1.2888510300082496,1.0710719476538393,-0.6119192625758166,1.0096402022767925,-0.17035468612927981,-0.16894822634800388
7.0,-0.46182157061020224,1.070153158611625,-0.7161929415461966,1.901578995964072,1.1936184140783852,0.5062589593006471
7.5,0.08373410595154096,1.0429718003914787,-0.8690535897152887,0.002734108735485073,0.24613136279820103,-0.711137869084504
8.0,0.6307067863118796,0.47305578865386017,-0.5132508232873967,-0.6067842110332524,0.9948136159112598,-0.1427154949728237
