time,x,y,z,phi,theta,psi
0.5,-0.5971249145315722,0.9635336249332351,-0.43536024227175507,0.20391444468213743,-0.9148522926389573,0.2359952360534448
1.0,-0.5565619015362928,0.5267060766290098,-0.2817288635830232,-1.0054372775262148,-1.542839450919617,-0.8757089347006579
1.5,0.1861027449849066,0.22494233742508019,-1.0101407730194294,0.2424257376805675,-0.9650879792952259,1.2578482559333062
2.0,-0.25664139769193134,0.9276608131102062,-0.5999326276423854,0.5961225300506233,0.3086929429843954,1.0514725137190553
2.5,0.40044601874275865,1.1733338826382367,-0.902293966767141,1.732530529192065,0.5949527980889364,1.2637990272817634
3.0,-0.3272771819636715,0.6971418316892742,-0.6774295861834743,0.7788864501800157,-0.6705093712030588,-0.4583775288295597
3.5,-0.38462507926582634,0.8459251031467608,-0.8648946560602249,0.6430368043424795,-1.1320013812058647,-1.0949906452470335
4.0,-0.3589637408565104,0.9614910792325972,-0.3308993412919935,-0.2054693390480725,0.1982643973230226,1.0210654086965725
4.5,0.17659853293487204,0.912443982143974,-0.4869595240311574,-0.1494766437683288,-0.5621721839309143,-0.5666613158647288
5.0,-0.6131413694240331,1.3228538287578724,-0.8556419291305737,0.7427043551838278,-0.43342702670551614,0.48666110518820616
5.5,-0.880669729664644,0.7825208495823307,-0.6771743312637126,0.0044835875952579304,-0.2899132176626888,-0.7765103371183394
6.0,-0.05251557830356968,0.06115407958838581,-0.06200289929215086,-0.2384939123710242,0.01822925952114931,-1.2328016791538157
6.5,-0.3908719016092498,0.7745164710129959,-0.6254967965480904,-0.5105939683625161,-1.1107004561747493,-0.2978158905456754
7.0,-0.053477821841191014,1.0969236248134937,-0.20891522722950476,-0.4193224457859789,-0.8826147744978653,0.3846445882556539
7.5,-0.2637168013678916,0.7340711918208136,-0.5984544635355297,0.9384604214899224,-0.6042895969687674,-0.10427251308170046
8.0,-0.39529115296805895,0.6458038171354522,-0.5660252553959645,0.37280676183045197,0.7639982672564575,0.3222868270305075
8.5,-0.27872382752981273,0.8160709619585953,-0.9421791261754467,0.29481856894159775,0.7081184957242701,-1.475200203739048
9.0,-0.049892936627547124,0.746735817863974,-0.802580596211522,-0.32690697191606427,0.24937078330538925,0.34456725001669347
9.5,-0.04403099480345851,0.6376785740444314,-0.4954128476261303,-0.6480911998633268,0.6701214671186891,0.22446098268301004
10.0,0.7799032279127115,0.38051613030178666,-0.7271620961278549,-1.4573458550307772,-0.05049859729460146,-1.902590834758131
10.5,0.2400673109897701,-0.20371647731072856,-1.2077853893094377,0.24623711493459466,0.29165031407839553,-1.8880537980363639
11.0,0.43767835745318706,0.0396497997322407,-0.9805742397861731,-0.3609574243911231,0.5842519068499974,1.5228566358987896
11.5,0.8435252823967401,0.2161618838395306,-0.35756543328928053,-0.05697052619706713,0.7880094707971292,-0.3270517464022454
12.0,0.34799968264317405,0.2245895787705155,-1.0816490749389986,0.6144170523945587,-0.04718801453713495,0.18200013054551356
12.5,-0.2909208233631528,0.7387196764688859,-0.9003193201704921,0.46394638544929423,-1.1019058576515235,-0.06663537498917152
13.0,0.9201548828328763,0.24164467179709848,-0.7845182908009584,-2.446319574606763,0.48637288088333863,0.13053618809722062
13.5,0.19568708828671022,0.6376223005141411,-0.6787605592596145,-1.4127603155251185,0.24696833169580426,0.7786703387821667
14.0,0.1645587186203824,0.7147927343065229,-0.7437988442509104,-1.1874126664322324,0.2600084501136688,-1.2600026728661315
14.5,0.1688242293507247,0.6438670832320476,-1.044583626915337,-1.2522336565183045,-0.7685712919883996,1.0642005537327357
15.0,0.7302412428594294,0.7631119746032973,-1.03995321254318,-0.5738171446675469,-0.3559680448174584,-1.7585522372034816
15.5,0.6361143455709446,0.8243517234720403,-0.7913466142979764,-1.877055794857732,-0.16858801734660472,-0.5023412486152949
16.0,0.3581641643924216,0.2653459588973926,-0.279745555499839,-0.36310586657708976,-0.6435005474395152,1.0894462163474445
16.5,0.2263459375876208,0.6161107740422526,-0.6287180807132695,0.10271058695918456,0.5834790438076881,0.3531547895019962
17.0,0.976501225541777,0.5020566818059993,-0.6001132824036499,1.389568795639768,0.6170980234614337,-0.7199739220128989
17.5,0.17970926726515862,1.767882061492999,-1.1818212875984009,2.738397472918761,-2.638468705257528,-0.9811170713183528
18.0,-0.5801360216957394,3.6940879087201814,-1.0048073621167575,-5.970370278386036,-8.071919652746118,4.543842210327443
18.5,-0.5451523414287052,0.8879481026883169,0.1750640261679668,2.1737484091845976,-0.6767149782381148,-3.0307486658499787
19.0,-0.3133186967514513,0.30822946604788637,-0.4147497587388255,-2.0108071022830103,1.2055329966959412,1.6107574700724459
19.5,0.5091217611325202,0.4798742542046144,-0.9976525931575508,1.1377833511650712,1.0290128778384897,-0.17125873810320935
20.0,0.7741592630171221,0.3688121569256106,-0.8363426371671326,0.45346075944270237,1.3964865222284193,-1.3386797277610603
20.5,0.29540910720775093,0.966698943927832,-0.44275856179543827,0.17057966062695806,1.1461697007505998,1.4194102653452292
21.0,0.39345047460743693,0.7419421327051209,-0.7531039895615419,-1.6836476210855311,1.6082963994073012,-1.2850686523588015
21.5,1.1677852684010124,0.5008192341222986,-0.5045846639872309,-0.9542095233991672,-0.9292085247970152,-0.7906431729044251
22.0,0.6523685571349958,1.212207015632862,-0.6601937783021742,1.4391078670326884,-0.4821650146328333,-0.8653164756539753
22.5,-0.24574498021791072,0.8018409709292984,-0.43662015535415366,0.377975624205194,-0.3612988424502169,1.5539108692841879
23.0,0.19870052350045114,0.8171463550395072,-0.49701823646537857,1.1149488299620982,0.2936692142787091,0.673807747502242
23.5,1.5151709404701859,0.9587317263968604,-0.4946460162688269,-1.1881327125828733,1.3155439501685489,0.5837734200209688
24.0,0.43010481484319807,0.9798120842570294,-0.20238582846441922,0.013570018727543376,-0.5273555801229663,0.826631876988067
24.5,0.20740739865420818,1.0044029359194455,-0.29619637952573263,-1.3176690855800837,-0.07705641229060968,-0.3276615836583758
25.0,0.6401792289129887,1.2942205059160137,-0.2224525424779526,0.05403633819852745,-0.03705998047455128,0.8975313895793495
25.5,0.5433426860723386,0.7709976159440848,-0.5636130410771467,0.4597783095360388,-0.16443802821701553,-0.3344128938644525
26.0,-0.5204973470655926,0.46702800348257006,-0.1914567565950825,1.2427077874028156,0.43040806685168476,0.21803384266136555
26.5,0.17904990496788012,0.748635286306677,-0.15238949416756675,-1.621257991630613,0.8380928144306157,0.28823047078871167
27.0,-0.7920902854657262,1.180756237241188,-0.28430684185401756,0.019385129325790618,0.028075003341570808,-0.23701389679347154
27.5,-0.04535173278764152,0.7967101555034177,-0.37863679611834333,-0.29919291747012333,0.7820570574915213,0.11611000637801791
28.0,0.4896369475491036,1.2049807184302246,-0.6675108190576879,0.8832066412234268,-1.5525375261545697,-1.4388178254837953
28.5,-0.04780757634078216,0.6442201548576363,-0.6628257459951284,-1.3558063430543508,-0.7593092438468323,0.46122367245206436
29.0,-0.473703180006548,0.3805906771442974,-0.7892746694255265,-1.7334816912429394,-0.030764958713937987,-0.3665426707368397
29.5,-0.28425622742283685,0.8304996659079887,-0.7183640594334715,-0.7548622165149795,-0.37360359016530575,-0.6086378522375584
30.0,-0.5903085346344046,0.6103058794553488,-0.3000056417150426,1.021992774680498,-1.07407422574062,0.5523005896179621
30.5,0.46850502290749807,1.0272604094282087,-0.14904243180720317,-1.5973732370021392,-0.005230665899900233,0.7697560194651045
31.0,-1.084772046635698,0.8357023879231327,-0.2610222406066908,0.7556789116458998,0.012463261401883585,-2.1684025072329027
31.5,-0.260501827810001,0.7065413403093683,-0.27048703709314703,-1.7008759877967363,-1.5438717226455392,0.2512994826816246
32.0,0.14645185533812755,0.8542080195021192,-0.1802838775677975,-0.43545426497885614,-0.4612783395325503,0.6452299209404124
32.5,-0.25783634913970466,0.9313385045718505,-0.4924791433503627,1.1844420717966406,-0.8501147607271227,0.6221568620731439
33.0,-1.1914891921591744,1.2345224362912852,-0.3895206527553256,-1.2427109189691812,-0.4156359503313246,0.10488888206311764
33.5,-0.09015585165464185,0.5493111565636289,-0.5777262769774506,-0.6492727070645365,0.23828519061630823,-0.42574175050426033
34.0,-0.7062383968035931,1.0374812669777707,-0.46051048286708196,-0.5097001146282443,-1.2629833509458546,-1.3037075321240184
34.5,-0.2314507235974123,1.060107291067098,-0.7386214952203084,-1.0533825366730667,-1.1452160175546613,0.5301053635583375
35.0,-0.6354742060948999,0.5131240510582502,-0.067230372817488,-1.289825269080183,-0.6884167105955313,-0.06842134229748863
35.5,-1.336091387772969,0.8597148067581073,-1.0363323375206017,0.1917529619467933,0.784902694078755,-0.19181801191009867
36.0,-0.4403029630087477,0.8161499035807737,-0.7980142116423286,0.2408903858444833,0.25284296938746764,-0.09779502459914552
36.5,-1.6302949543446688,0.8715567220547288,-0.062418129749781615,-0.12210202962339596,1.0966160015030024,-0.17495739630603868
37.0,-1.1892832013493193,0.6899025567750144,-0.41898309334341305,0.7066500542475805,0.5294100155217731,1.493533330089703
37.5,-0.8628228120334844,0.5126598591884834,-0.3854962597062439,-0.40216573489232305,0.5563181998161585,-0.635643826335121
38.0,-0.0808778294254951,0.7701834765297486,-0.12859594873034672,-0.9801321766910626,0.6054019558608525,-0.023083980297655047
38.5,-0.746228853769347,0.5063186548095565,-0.639962767851104,-1.0859419274329216,0.40506501379262727,1.0225617426645612
39.0,-0.7489648125427835,1.1762420486284504,-0.28023807159473557,0.3877014527199269,-0.35897969283003967,0.3459244878599816
39.5,-0.7762872722066902,0.6231663559666629,-0.6113223561642285,-0.2598653060231455,0.6302983793067849,1.5220037209277237
40.0,-0.8566785484181937,0.22549396162532076,-0.6386490762822835,0.07511744676356424,0.3205635167991351,-0.5997097258511265
40.5,-0.6636108980198089,0.22372438239290127,-0.41914218805772463,1.89804842345543,-0.2325786300472512,0.11633542952057058
41.0,-0.6378745531250294,0.7397472146877576,-0.589229043324544,0.8135630137434743,-1.1457814648218814,-0.7074581286998609
41.5,0.4274628532965242,1.3437492904399568,-0.7130464064658011,-0.5705936883713444,0.5506764401219644,-0.20654375574423983
42.0,-1.0900497785760799,0.2669512020793819,-0.12597028409860223,-0.5495649262131996,0.33819583720961965,-0.6140329385805143
42.5,-0.9971722753977741,0.6490263954482688,-0.10891983334321392,-0.027665187878569253,-0.9961026519984628,-0.36112432302098996
43.0,-0.8539545536005404,0.4463364756366446,-0.1956499240926287,-0.926954181139147,-0.08527777086375271,-1.410417369803407
